,network,experiment,cellType,data,design,method,designANDmethod,expDesign,combination,numberOfDiffExp,numberOfNodes,connectivity
6762,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1573,31,20,0.0
6763,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1066,38,21,0.09523809523809523
6764,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1266,36,21,0.09523809523809523
6765,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X806,78,36,0.05555555555555558
6766,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X559,45,29,0.13793103448275867
6767,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1517,34,18,0.0
6768,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X66,35,19,0.10526315789473684
6769,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X463,47,30,0.1333333333333333
6770,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X224,53,35,0.1428571428571429
6771,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X329,76,38,0.10526315789473684
6772,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X330,38,22,0.09090909090909094
6773,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X454,66,31,0.16129032258064513
6774,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1932,85,29,0.13793103448275867
6775,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1968,43,25,0.07999999999999996
6776,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1018,29,17,0.0
6777,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X591,41,27,0.14814814814814814
6778,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X0,51,34,0.1470588235294118
6779,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1497,76,40,0.09999999999999998
6780,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1283,83,30,0.1333333333333333
6781,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1014,63,31,0.12903225806451613
6782,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X281,83,41,0.1707317073170732
6783,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1770,36,22,0.09090909090909094
6784,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X20,72,28,0.1071428571428571
6785,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1382,74,37,0.16216216216216217
6786,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X175,40,25,0.07999999999999996
6787,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1292,88,32,0.1875
6788,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1395,83,26,0.15384615384615385
6789,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1703,43,27,0.14814814814814814
6790,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1695,54,35,0.1428571428571429
6791,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X612,86,32,0.125
6792,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X978,33,16,0.125
6793,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1307,91,36,0.11111111111111116
6794,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1736,49,32,0.21875
6795,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X690,33,20,0.09999999999999998
6796,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X964,82,27,0.14814814814814814
6797,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X480,53,36,0.2222222222222222
6798,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1229,35,16,0.0
6799,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1410,37,21,0.09523809523809523
6800,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X310,56,25,0.0
6801,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1467,91,35,0.11428571428571432
6802,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X250,35,22,0.0
6803,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1334,65,28,0.0
6804,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X676,84,31,0.12903225806451613
6805,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1305,81,39,0.15384615384615385
6806,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1699,70,22,0.18181818181818177
6807,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1373,35,19,0.10526315789473684
6808,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1278,81,37,0.10810810810810811
6809,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X874,32,19,0.0
6810,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1092,91,37,0.10810810810810811
6811,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1541,33,20,0.0
6812,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X962,33,17,0.11764705882352944
6813,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1779,78,28,0.1428571428571429
6814,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1754,36,24,0.08333333333333337
6815,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1719,47,31,0.12903225806451613
6816,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X580,86,31,0.12903225806451613
6817,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X474,34,21,0.0
6818,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1977,73,37,0.10810810810810811
6819,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X261,35,22,0.0
6820,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1551,44,27,0.2222222222222222
6821,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1499,86,31,0.12903225806451613
6822,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X950,66,28,0.0714285714285714
6823,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X341,34,19,0.0
6824,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X683,80,32,0.1875
6825,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1726,87,44,0.045454545454545414
6826,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X566,78,37,0.10810810810810811
6827,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X648,52,35,0.22857142857142854
6828,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X178,37,20,0.09999999999999998
6829,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1196,92,36,0.16666666666666663
6830,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X196,84,33,0.12121212121212122
6831,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X596,82,30,0.1333333333333333
6832,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X246,79,37,0.10810810810810811
6833,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X942,80,38,0.052631578947368474
6834,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X2046,70,36,0.16666666666666663
6835,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1186,37,21,0.09523809523809523
6836,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1849,70,36,0.16666666666666663
6837,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1588,83,30,0.1333333333333333
6838,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X710,70,38,0.1842105263157895
6839,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1276,91,34,0.11764705882352944
6840,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X805,39,26,0.07692307692307687
6841,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1215,51,34,0.17647058823529416
6842,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X643,81,31,0.12903225806451613
6843,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1255,40,25,0.07999999999999996
6844,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1093,27,15,0.0
6845,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1304,41,27,0.11111111111111116
6846,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1067,80,26,0.15384615384615385
6847,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X611,86,32,0.125
6848,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1582,85,42,0.09523809523809523
6849,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1491,83,30,0.1333333333333333
6850,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X728,50,33,0.18181818181818177
6851,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1500,57,23,0.0
6852,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X143,41,26,0.07692307692307687
6853,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1836,83,29,0.13793103448275867
6854,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X2034,30,14,0.1428571428571429
6855,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1988,88,32,0.125
6856,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1674,36,21,0.09523809523809523
6857,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1023,47,32,0.125
6858,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1073,74,40,0.17500000000000004
6859,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1983,52,36,0.13888888888888884
6860,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1155,73,27,0.14814814814814814
6861,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1058,37,20,0.09999999999999998
6862,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X856,39,22,0.18181818181818177
6863,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X83,81,29,0.13793103448275867
6864,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X185,73,37,0.18918918918918914
6865,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X423,47,30,0.23333333333333328
6866,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X96,52,35,0.1428571428571429
6867,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X831,54,40,0.19999999999999996
6868,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1400,45,28,0.1071428571428571
6869,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1664,53,38,0.1842105263157895
6870,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1704,53,35,0.19999999999999996
6871,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X62,75,37,0.05405405405405406
6872,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X662,81,40,0.09999999999999998
6873,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1185,67,31,0.12903225806451613
6874,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1870,85,42,0.11904761904761907
6875,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1053,35,18,0.11111111111111116
6876,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1291,86,31,0.12903225806451613
6877,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X2044,79,27,0.14814814814814814
6878,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1995,82,32,0.1875
6879,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X864,49,32,0.15625
6880,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1673,58,27,0.07407407407407407
6881,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1487,51,32,0.125
6882,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1864,47,32,0.21875
6883,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1123,79,27,0.14814814814814814
6884,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1603,79,28,0.1428571428571429
6885,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1192,53,36,0.2222222222222222
6886,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X104,53,32,0.15625
6887,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1611,77,29,0.2068965517241379
6888,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X159,56,38,0.1842105263157895
6889,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X746,37,23,0.0
6890,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X913,76,42,0.09523809523809523
6891,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1583,44,27,0.2222222222222222
6892,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X516,83,29,0.13793103448275867
6893,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X821,40,23,0.08695652173913049
6894,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1709,36,16,0.0
6895,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1579,76,28,0.1428571428571429
6896,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X586,38,23,0.08695652173913049
6897,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1847,55,36,0.11111111111111116
6898,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X2032,44,25,0.07999999999999996
6899,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X819,88,34,0.11764705882352944
6900,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X120,51,31,0.12903225806451613
6901,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X242,35,20,0.09999999999999998
6902,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X457,76,35,0.11428571428571432
6903,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X2009,72,35,0.05714285714285716
6904,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1612,90,32,0.125
6905,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1952,52,34,0.20588235294117652
6906,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1539,79,28,0.1428571428571429
6907,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X918,63,27,0.07407407407407407
6908,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X549,32,20,0.0
6909,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1439,52,35,0.11428571428571432
6910,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1222,74,39,0.10256410256410253
6911,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X100,86,34,0.17647058823529416
6912,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X450,33,17,0.11764705882352944
6913,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X35,80,29,0.13793103448275867
6914,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X2029,37,22,0.0
6915,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1253,31,14,0.0
6916,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X979,87,34,0.11764705882352944
6917,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1424,40,27,0.07407407407407407
6918,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1231,38,24,0.08333333333333337
6919,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1625,71,37,0.05405405405405406
6920,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X719,39,25,0.07999999999999996
6921,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1854,68,30,0.0
6922,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1359,52,33,0.18181818181818177
6923,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X348,65,22,0.13636363636363635
6924,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X371,91,32,0.125
6925,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X904,50,34,0.23529411764705888
6926,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X796,72,22,0.18181818181818177
6927,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1184,57,38,0.13157894736842102
6928,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X859,87,36,0.16666666666666663
6929,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X433,77,42,0.16666666666666663
6930,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1557,37,21,0.0
6931,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X471,52,33,0.21212121212121215
6932,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1214,83,39,0.05128205128205132
6933,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X118,78,37,0.10810810810810811
6934,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1803,79,30,0.1333333333333333
6935,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1228,85,31,0.12903225806451613
6936,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X291,88,32,0.125
6937,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1075,76,26,0.15384615384615385
6938,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X140,81,26,0.15384615384615385
6939,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X496,44,27,0.18518518518518523
6940,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X686,86,43,0.09302325581395354
6941,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X260,78,29,0.2068965517241379
6942,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1337,74,39,0.23076923076923073
6943,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1353,74,37,0.10810810810810811
6944,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X2007,50,31,0.12903225806451613
6945,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X625,67,35,0.11428571428571432
6946,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X818,25,15,0.1333333333333333
6947,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1015,50,34,0.11764705882352944
6948,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X732,78,24,0.16666666666666663
6949,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X147,79,30,0.1333333333333333
6950,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X541,38,19,0.10526315789473684
6951,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1522,32,18,0.0
6952,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X757,37,21,0.09523809523809523
6953,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X268,77,27,0.2222222222222222
6954,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1542,73,38,0.10526315789473684
6955,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X602,36,25,0.0
6956,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X110,76,41,0.09756097560975607
6957,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X282,41,24,0.0
6958,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X449,81,39,0.10256410256410253
6959,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X774,72,36,0.13888888888888884
6960,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1163,72,25,0.16000000000000003
6961,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X621,32,18,0.0
6962,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X512,48,32,0.15625
6963,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1796,83,29,0.2068965517241379
6964,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1112,47,28,0.1428571428571429
6965,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1802,41,25,0.07999999999999996
6966,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1762,35,19,0.10526315789473684
6967,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X672,50,33,0.1515151515151515
6968,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1311,53,36,0.19444444444444442
6969,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X769,78,38,0.1578947368421053
6970,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1452,91,34,0.17647058823529416
6971,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1925,40,24,0.0
6972,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1808,42,26,0.07692307692307687
6973,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1413,39,23,0.0
6974,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1403,91,36,0.11111111111111116
6975,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X209,75,36,0.11111111111111116
6976,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X544,47,31,0.16129032258064513
6977,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X345,86,43,0.13953488372093026
6978,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X2028,82,28,0.1428571428571429
6979,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X571,85,36,0.16666666666666663
6980,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1259,77,26,0.15384615384615385
6981,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1915,88,35,0.11428571428571432
6982,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1378,38,21,0.09523809523809523
6983,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T48-X_F27_T48,X1607,46,31,0.19354838709677424
