,network,experiment,cellType,data,design,method,designANDmethod,expDesign,combination,numberOfDiffExp,numberOfNodes,connectivity
11205,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1846,1,1,
11206,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X747,2,2,
11207,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X791,1,1,
11208,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X230,1,1,
11209,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1824,1,1,
11210,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1926,1,1,
11211,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X518,1,1,
11212,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1059,1,1,
11213,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X983,1,1,
11214,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X915,3,3,
11215,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X823,1,1,
11216,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1507,1,1,
11217,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X462,1,1,
11218,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X784,2,1,
11219,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1011,4,4,
11220,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1431,1,1,
11221,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X635,2,2,
11222,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1655,1,1,
11223,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1347,1,1,
11224,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X494,1,1,
11225,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X907,3,3,
11226,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X699,2,2,
11227,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X879,2,2,
11228,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1657,1,1,
11229,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1662,1,1,
11230,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X87,1,1,
11231,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1139,1,1,
11232,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X642,1,1,
11233,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1415,1,1,
11234,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1343,1,1,
11235,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1411,1,1,
11236,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X578,1,1,
11237,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1851,1,1,
11238,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1982,1,1,
11239,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X851,5,4,
11240,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X835,3,3,
11241,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1230,5,4,
11242,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X843,3,3,
11243,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1316,1,1,
11244,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X659,1,1,
11245,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1543,1,1,
11246,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1850,1,1,
11247,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1371,1,1,
11248,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X967,1,1,
11249,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1902,1,1,
11250,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1019,3,3,
11251,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X963,3,3,
11252,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X895,2,2,
11253,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1331,1,1,
11254,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1219,1,1,
11255,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X931,2,2,
11256,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1099,1,1,
11257,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1816,1,1,
11258,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1867,1,0,
11259,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X478,1,1,
11260,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X238,1,1,
11261,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X775,1,1,
11262,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1419,1,1,
11263,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X646,1,1,
11264,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1427,1,1,
11265,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X959,1,1,
11266,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X853,1,1,
11267,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X975,1,1,
11268,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1950,1,1,
11269,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X366,1,1,
11270,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X927,1,1,
11271,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X38,1,1,
11272,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X627,2,2,
11273,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X771,3,3,
11274,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1455,1,1,
11275,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X786,2,1,
11276,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X603,2,2,
11277,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1483,1,1,
11278,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X787,6,5,0.0
11279,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1171,1,1,
11280,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1187,1,1,
11281,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X731,3,3,
11282,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X848,3,2,
11283,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X811,3,3,
11284,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1003,3,3,
11285,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X198,1,1,
11286,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1631,1,1,
11287,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1295,6,5,0.4
11288,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1591,1,1,
11289,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X855,2,2,
11290,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1211,3,3,
11291,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X863,2,2,
11292,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X852,1,1,
11293,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X30,1,1,
11294,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1275,1,1,
11295,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1475,1,1,
11296,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1848,1,1,
11297,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1966,1,1,
11298,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1315,1,1,
11299,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X705,1,1,
11300,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X903,2,2,
11301,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1790,1,1,
11302,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1203,3,3,
11303,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1598,1,1,
11304,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X839,2,2,
11305,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X958,1,1,
11306,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1035,1,1,
11307,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F40.5_T2-X_F40.5_T2,X1267,1,1,
11308,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X45,5,1,
11309,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X708,50,11,0.2727272727272727
11310,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X850,3,0,
11311,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1774,21,10,0.0
11312,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X955,31,12,0.0
11313,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1164,34,17,0.0
11314,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X533,15,0,
11315,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1515,16,7,0.0
11316,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X715,7,5,0.0
11317,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1165,3,0,
11318,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X739,6,4,
11319,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1806,11,3,
11320,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X419,19,4,
11321,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X552,12,8,0.0
11322,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X187,17,4,
11323,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1323,21,8,0.0
11324,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X943,2,2,
11325,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1234,16,2,
11326,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X773,3,0,
11327,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1498,15,2,
11328,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X849,12,9,0.0
11329,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X656,1,1,
11330,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X144,1,1,
11331,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1892,50,14,0.3571428571428571
11332,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1254,12,6,0.0
11333,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1115,57,16,0.3125
11334,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1384,7,5,0.0
11335,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1748,33,11,0.18181818181818177
11336,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X325,3,0,
11337,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X795,71,25,0.19999999999999996
11338,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1548,44,14,0.0
11339,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X296,9,6,0.0
11340,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1805,3,0,
11341,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1724,17,8,0.0
11342,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1144,1,1,
11343,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1882,4,1,
11344,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X136,3,3,
11345,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X802,3,0,
11346,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X428,26,9,0.0
11347,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X575,1,1,
11348,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X707,5,2,
11349,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X889,8,5,0.0
11350,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1060,87,30,0.16666666666666663
11351,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1684,20,9,0.0
11352,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X762,4,1,
11353,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X60,19,4,
11354,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1433,4,2,
11355,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1894,2,2,
11356,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1091,5,2,
11357,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1570,3,0,
11358,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X499,28,10,0.0
11359,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X156,18,4,
11360,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1973,16,2,
11361,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1056,9,6,0.0
11362,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1835,33,10,0.19999999999999996
11363,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1931,19,8,0.0
11364,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1226,25,5,0.0
11365,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X299,36,9,0.2222222222222222
11366,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1844,8,4,
11367,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X473,14,7,0.0
11368,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X452,18,2,
11369,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X631,2,2,
11370,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1474,16,1,
11371,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1745,3,3,
11372,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X925,4,0,
11373,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X555,4,4,
11374,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X877,14,0,
11375,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1104,1,1,
11376,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1466,3,0,
11377,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X206,20,7,0.0
11378,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X244,20,5,0.0
11379,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X540,12,5,0.0
11380,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1804,19,8,0.0
11381,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1489,7,5,0.0
11382,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X550,11,6,0.0
11383,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X999,2,2,
11384,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X85,15,1,
11385,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X398,8,1,
11386,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1012,5,3,
11387,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1986,16,1,
11388,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1264,1,1,
11389,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X4,26,10,0.0
11390,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1838,6,6,0.0
11391,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1533,3,0,
11392,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X589,13,0,
11393,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1622,1,1,
11394,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X51,22,7,0.0
11395,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X558,5,4,
11396,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X901,3,0,
11397,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1677,3,0,
11398,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X389,3,0,
11399,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X236,84,20,0.25
11400,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1997,2,0,
11401,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1148,17,6,0.0
11402,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X700,20,7,0.0
11403,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X267,36,11,0.18181818181818177
11404,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X866,4,0,
11405,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X671,14,7,0.0
11406,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X810,14,0,
11407,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1247,4,2,
11408,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X257,6,4,
11409,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1028,62,19,0.1578947368421053
11410,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X2019,41,6,0.0
11411,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X335,2,2,
11412,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X991,16,8,0.0
11413,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1979,55,12,0.25
11414,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1205,14,0,
11415,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X800,3,2,
11416,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X618,16,1,
11417,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X146,4,1,
11418,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1516,34,7,0.0
11419,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1444,58,16,0.3125
11420,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X351,12,5,0.0
11421,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X741,14,1,
11422,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1333,16,2,
11423,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X218,16,2,
11424,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X655,1,1,
11425,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X491,19,8,0.0
11426,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1477,3,0,
11427,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X826,3,0,
11428,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X900,14,4,
11429,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X139,10,4,
11430,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X2003,110,24,0.125
11431,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X469,15,1,
11432,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X584,1,1,
11433,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X924,4,2,
11434,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X37,15,2,
11435,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X259,24,6,0.33333333333333337
11436,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1744,1,1,
11437,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1969,17,6,0.0
11438,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X2,5,1,
11439,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1758,2,2,
11440,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1198,11,10,0.0
11441,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X1209,2,1,
11442,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X396,20,4,
11443,String850,Experiment2,HDF,Methylation,,Limma,Limma,Y_F27_T48-X_F27_T48,X883,32,15,0.0
